 time                v(vout)             v(vinf)             v(buck_input)       v(comp)             i(L1)              
 9.575999999999e-03  8.830261977810e+00  8.771513903857e+00  8.889893310733e+00  1.847051096951e+00  5.099777230880e-01 
 9.576999999999e-03  8.830198987678e+00  8.771298813244e+00  8.889829895095e+00  1.849224675565e+00  5.099740852797e-01 
 9.577999999999e-03  8.830135997955e+00  8.771083727909e+00  8.889766479998e+00  1.851402493386e+00  5.099704474941e-01 
 9.578999999999e-03  8.830073008650e+00  8.770868647838e+00  8.889703065332e+00  1.853584487055e+00  5.099668097310e-01 
 9.579999999999e-03  8.830010019277e+00  8.770653573551e+00  8.889639650977e+00  1.855770562082e+00  5.099631719934e-01 
 9.580999999999e-03  8.829947031382e+00  8.770438503569e+00  8.889576237305e+00  1.857960721930e+00  5.099595342821e-01 
 9.581999999999e-03  8.829884043378e+00  8.770223439339e+00  8.889512823997e+00  1.860154814941e+00  5.099558965928e-01 
 9.582999999999e-03  8.829821055881e+00  8.770008380356e+00  8.889449411181e+00  1.862352807595e+00  5.099522589315e-01 
 9.583999999999e-03  8.829758068835e+00  8.769793326632e+00  8.889385998732e+00  1.864554643887e+00  5.099486212932e-01 
 9.584999999999e-03  8.829695082862e+00  8.769578278182e+00  8.889322586397e+00  1.866760243829e+00  5.099449836782e-01 
 9.585999999999e-03  8.829632096076e+00  8.769363235043e+00  8.889259175241e+00  1.868969635291e+00  5.099413460902e-01 
 9.586999999999e-03  8.829569110368e+00  8.769148197209e+00  8.889195764190e+00  1.871182681825e+00  5.099377085218e-01 
 9.587999999999e-03  8.829506125113e+00  8.768933164575e+00  8.889132353574e+00  1.873399368020e+00  5.099340709820e-01 
 9.588999999999e-03  8.829443140285e+00  8.768718137300e+00  8.889068943444e+00  1.875619650220e+00  5.099304334674e-01 
 9.589999999999e-03  8.829380156208e+00  8.768503115220e+00  8.889005533519e+00  1.877843468348e+00  5.099267959705e-01 
 9.590999999999e-03  8.829317172022e+00  8.768288098417e+00  8.888942124462e+00  1.880070848760e+00  5.099231585124e-01 
 9.591999999999e-03  8.829254188544e+00  8.768073086897e+00  8.888878715702e+00  1.882301679134e+00  5.099195210695e-01 
 9.592999999999e-03  8.829191205549e+00  8.767858080641e+00  8.888815307335e+00  1.884535953086e+00  5.099158836542e-01 
 9.593999999999e-03  8.829128222953e+00  8.767643079704e+00  8.888751899446e+00  1.886773637826e+00  5.099122462602e-01 
 9.594999999999e-03  8.829065240934e+00  8.767428083994e+00  8.888688491979e+00  1.889014686976e+00  5.099086088879e-01 
 9.595999999999e-03  8.829002259160e+00  8.767213093592e+00  8.888625085038e+00  1.891259119539e+00  5.099049715514e-01 
 9.596999999999e-03  8.828939278014e+00  8.766998108405e+00  8.888561678495e+00  1.893506856381e+00  5.099013342331e-01 
 9.597999999999e-03  8.828876297226e+00  8.766783128571e+00  8.888498272430e+00  1.895757889505e+00  5.098976969442e-01 
 9.598999999999e-03  8.828813316880e+00  8.766568153957e+00  8.888434866795e+00  1.898012194126e+00  5.098940596720e-01 
 9.599999999999e-03  8.828750336978e+00  8.766353183757e+00  8.888371461758e+00  1.900127978391e+00  5.098904224198e-01 
 9.600999999999e-03  8.828687357474e+00  8.766138220527e+00  8.888308056852e+00  1.886629066298e+00  5.098867852122e-01 
 9.601999999999e-03  8.828624378692e+00  8.765923261697e+00  8.888244652575e+00  1.873816705416e+00  5.098831480221e-01 
 9.602999999999e-03  8.828561400157e+00  8.765708308210e+00  8.888181248751e+00  1.861872853471e+00  5.098795108511e-01 
 9.603999999999e-03  8.828498422098e+00  8.765493359894e+00  8.888117845336e+00  1.850747336263e+00  5.098758737083e-01 
 9.604999999999e-03  8.828435444402e+00  8.765278417062e+00  8.888054442395e+00  1.840399226372e+00  5.098722365890e-01 
 9.605999999999e-03  8.828372467284e+00  8.765063479255e+00  8.887991040045e+00  1.830775468065e+00  5.098685994944e-01 
 9.606999999999e-03  8.828309490534e+00  8.764848546852e+00  8.887927638007e+00  1.821835571512e+00  5.098649624263e-01 
 9.607999999999e-03  8.828246514295e+00  8.764633619659e+00  8.887864236435e+00  1.813539247352e+00  5.098613253833e-01 
 9.608999999999e-03  8.828183540001e+00  8.764418703365e+00  8.887800837305e+00  1.805847818399e+00  5.098576890124e-01 
 9.609999999999e-03  8.828120563075e+00  8.764203781169e+00  8.887737434651e+00  1.798729176141e+00  5.098540513673e-01 
 9.610999999999e-03  8.828057588176e+00  8.763988869846e+00  8.887674034488e+00  1.792147355529e+00  5.098504144016e-01 
 9.611999999999e-03  8.827994613647e+00  8.763773963770e+00  8.887610634758e+00  1.786067405275e+00  5.098467774588e-01 
 9.612999999999e-03  8.827931639613e+00  8.763559062936e+00  8.887547235416e+00  1.780462475321e+00  5.098431405384e-01 
 9.613999999999e-03  8.827868666649e+00  8.763344168910e+00  8.887483838526e+00  1.775301403913e+00  5.098395037320e-01 
 9.614999999999e-03  8.827805692949e+00  8.763129277049e+00  8.887420438219e+00  1.770564988531e+00  5.098358667761e-01 
 9.615999999999e-03  8.827742720276e+00  8.762914392088e+00  8.887357040275e+00  1.766224110894e+00  5.098322299307e-01 
 9.616999999999e-03  8.827679748064e+00  8.762699512332e+00  8.887293642796e+00  1.762255842523e+00  5.098285931115e-01 
 9.617999999999e-03  8.827616776265e+00  8.762484637863e+00  8.887230245725e+00  1.758638382166e+00  5.098249563177e-01 
 9.618999999999e-03  8.827553806074e+00  8.762269767472e+00  8.887166849040e+00  1.755351623978e+00  5.098213195000e-01 
 9.619999999999e-03  8.827490834062e+00  8.762054904766e+00  8.887103453048e+00  1.752377722238e+00  5.098176828065e-01 
 9.620999999999e-03  8.827427863594e+00  8.761840046163e+00  8.887040057365e+00  1.749693728202e+00  5.098140460872e-01 
 9.621999999999e-03  8.827364893605e+00  8.761625192728e+00  8.886976662118e+00  1.747285143902e+00  5.098104093936e-01 
 9.622999999999e-03  8.827301924086e+00  8.761410344621e+00  8.886913267322e+00  1.745135863920e+00  5.098067727228e-01 
 9.623999999999e-03  8.827238955341e+00  8.761195501240e+00  8.886849873247e+00  1.743229405617e+00  5.098031360760e-01 
 9.624999999999e-03  8.827175986345e+00  8.760980664142e+00  8.886786479152e+00  1.741555089799e+00  5.097994994628e-01 
 9.625999999999e-03  8.827113018174e+00  8.760765831886e+00  8.886723085731e+00  1.740096204966e+00  5.097958628715e-01 
 9.626999999999e-03  8.827050050448e+00  8.760551004797e+00  8.886659692767e+00  1.738841070808e+00  5.097922263029e-01 
 9.627999999999e-03  8.826987083179e+00  8.760336182999e+00  8.886596300237e+00  1.737777808279e+00  5.097885897568e-01 
 9.628999999999e-03  8.826924116264e+00  8.760121366460e+00  8.886532908228e+00  1.736895086784e+00  5.097849532484e-01 
 9.629999999999e-03  8.826861149895e+00  8.759906555269e+00  8.886469516566e+00  1.736183816820e+00  5.097813167504e-01 
 9.630999999999e-03  8.826798184004e+00  8.759691749337e+00  8.886406125409e+00  1.735631608857e+00  5.097776802814e-01 
 9.631999999999e-03  8.826735218481e+00  8.759476948590e+00  8.886342734716e+00  1.735230346882e+00  5.097740438397e-01 
 9.632999999999e-03  8.826672253471e+00  8.759262153198e+00  8.886279344509e+00  1.734971274190e+00  5.097704074199e-01 
 9.633999999999e-03  8.826609288761e+00  8.759047362901e+00  8.886215954711e+00  1.734845674350e+00  5.097667710287e-01 
 9.634999999999e-03  8.826546324735e+00  8.758832578088e+00  8.886152565354e+00  1.734847477533e+00  5.097631346625e-01 
 9.635999999999e-03  8.826483361023e+00  8.758617798437e+00  8.886089176414e+00  1.734967426629e+00  5.097594983232e-01 
 9.636999999999e-03  8.826420397781e+00  8.758403024038e+00  8.886025787978e+00  1.735199408742e+00  5.097558620041e-01 
 9.637999999999e-03  8.826357434991e+00  8.758188255054e+00  8.885962400075e+00  1.735536503892e+00  5.097522257207e-01 
 9.638999999999e-03  8.826294472638e+00  8.757973491039e+00  8.885899012326e+00  1.735973763219e+00  5.097485894469e-01 
 9.639999999999e-03  8.826231510693e+00  8.757758732558e+00  8.885835625385e+00  1.736505035349e+00  5.097449532063e-01 
 9.640999999999e-03  8.826168549282e+00  8.757543979247e+00  8.885772238726e+00  1.737124299511e+00  5.097413169930e-01 
 9.641999999999e-03  8.826105588287e+00  8.757329231231e+00  8.885708852582e+00  1.737826921665e+00  5.097376808005e-01 
 9.642999999999e-03  8.826042627733e+00  8.757114488376e+00  8.885645466847e+00  1.738607964231e+00  5.097340446324e-01 
 9.643999999999e-03  8.825979667614e+00  8.756899750920e+00  8.885582081551e+00  1.739463413762e+00  5.097304084979e-01 
 9.644999999999e-03  8.825916708018e+00  8.756685018729e+00  8.885518696718e+00  1.740389141164e+00  5.097267723866e-01 
 9.645999999999e-03  8.825853748808e+00  8.756470291763e+00  8.885455312341e+00  1.741380337304e+00  5.097231362949e-01 
 9.646999999999e-03  8.825790790010e+00  8.756255570036e+00  8.885391928453e+00  1.742433761643e+00  5.097195002329e-01 
 9.647999999999e-03  8.825727822506e+00  8.756040861557e+00  8.885328542675e+00  1.743545587678e+00  5.097158642604e-01 
 9.648999999999e-03  8.825664873828e+00  8.755826142405e+00  8.885265161877e+00  1.744713284773e+00  5.097122281795e-01 
 9.649999999999e-03  8.825601916448e+00  8.755611436433e+00  8.885201779345e+00  1.745933222434e+00  5.097085921941e-01 
 9.650999999999e-03  8.825538959490e+00  8.755396735840e+00  8.885138397238e+00  1.747202525468e+00  5.097049562329e-01 
 9.651999999999e-03  8.825476002957e+00  8.755182040475e+00  8.885075015591e+00  1.748518483857e+00  5.097013202946e-01 
 9.652999999999e-03  8.825413047569e+00  8.754967351105e+00  8.885011633497e+00  1.749878531913e+00  5.096976843267e-01 
 9.653999999999e-03  8.825350091321e+00  8.754752665509e+00  8.884948253616e+00  1.751280550997e+00  5.096940485005e-01 
 9.654999999999e-03  8.825287136132e+00  8.754537985947e+00  8.884884873353e+00  1.752721560772e+00  5.096904126377e-01 
 9.655999999999e-03  8.825224181453e+00  8.754323311555e+00  8.884821493472e+00  1.754199770249e+00  5.096867768013e-01 
 9.656999999999e-03  8.825161227225e+00  8.754108642502e+00  8.884758114065e+00  1.755713159950e+00  5.096831409908e-01 
 9.657999999999e-03  8.825098273605e+00  8.753893979081e+00  8.884694735197e+00  1.757259643663e+00  5.096795052106e-01 
 9.658999999999e-03  8.825035320027e+00  8.753679320156e+00  8.884631356634e+00  1.758837903438e+00  5.096758694479e-01 
 9.659999999999e-03  8.824972367103e+00  8.753464666920e+00  8.884567978574e+00  1.760445857810e+00  5.096722337145e-01 
 9.660999999999e-03  8.824909414623e+00  8.753250018908e+00  8.884504601003e+00  1.762082023703e+00  5.096685980067e-01 
 9.661999999999e-03  8.824846462626e+00  8.753035376152e+00  8.884441223880e+00  1.763744910944e+00  5.096649623247e-01 
